job_title,company,category,skills,skills_list,salary,experience_level
"Administrator, arts","Garcia, Gibson and Gibson",Software,"Python, SQL","['Python', 'SQL']",77000.0,Senior Level
Systems developer,Hensley-Dawson,Healthcare,"Nursing, Pharmaceuticals, Medical Research, Patient Care","['Nursing', 'Pharmaceuticals', 'Medical Research', 'Patient Care']",68000.0,Senior Level
Customer service manager,Bennett Ltd,Retail,"Merchandising, Sales","['Merchandising', 'Sales']",117000.0,Mid Level
"Scientist, research (physical sciences)",Riddle-Gray,Retail,"Sales, Customer Service, Merchandising","['Sales', 'Customer Service', 'Merchandising']",93000.0,Entry Level
Hotel manager,"May, Sosa and Jones",Marketing,"SEO, Content Writing, Google Ads","['SEO', 'Content Writing', 'Google Ads']",87000.0,Entry Level
Exhibition designer,"Scott, Johnson and Baxter",Retail,"Merchandising, Sales, Customer Service","['Merchandising', 'Sales', 'Customer Service']",43000.0,Mid Level
Operations geologist,Noble Group,Marketing,"Content Writing, Google Ads, Market Research, SEO","['Content Writing', 'Google Ads', 'Market Research', 'SEO']",73000.0,Entry Level
Politician's assistant,Martin-Taylor,Education,Curriculum Design,['Curriculum Design'],128000.0,Senior Level
Community education officer,"Soto, Williams and Lynch",Retail,"Sales, Merchandising","['Sales', 'Merchandising']",100000.0,Entry Level
Photographer,Freeman-Carter,Finance,"SQL, Python, Excel, Risk Analysis","['SQL', 'Python', 'Excel', 'Risk Analysis']",40000.0,Mid Level
Advertising copywriter,Ortiz Ltd,Healthcare,"Nursing, Pharmaceuticals, Medical Research, Patient Care","['Nursing', 'Pharmaceuticals', 'Medical Research', 'Patient Care']",85000.0,Mid Level
"Education officer, environmental",Bennett-Gomez,Manufacturing,"Supply Chain, Production Planning","['Supply Chain', 'Production Planning']",75000.0,Senior Level
"Development worker, community",Summers Ltd,Education,EdTech,['EdTech'],122000.0,Entry Level
Conference centre manager,"Sullivan, West and Howard",Finance,"Risk Analysis, Financial Modeling, Excel, SQL","['Risk Analysis', 'Financial Modeling', 'Excel', 'SQL']",71000.0,Senior Level
Commissioning editor,Brown-Ford,Healthcare,"Pharmaceuticals, Nursing","['Pharmaceuticals', 'Nursing']",78000.0,Entry Level
"Teacher, special educational needs","Davis, Thornton and Jackson",Finance,"Financial Modeling, Python, Risk Analysis","['Financial Modeling', 'Python', 'Risk Analysis']",146000.0,Entry Level
Financial controller,"Robinson, Hoffman and Cherry",Finance,SQL,['SQL'],84000.0,Mid Level
Claims inspector/assessor,"Carter, Lynn and Burton",Software,"Java, Machine Learning, C++, AWS","['Java', 'Machine Learning', 'C++', 'AWS']",47000.0,Mid Level
Clinical molecular geneticist,Gomez-Hernandez,Retail,Merchandising,['Merchandising'],72000.0,Mid Level
Therapeutic radiographer,"Mcgee, Holland and Bennett",Healthcare,"Nursing, Medical Research, Pharmaceuticals","['Nursing', 'Medical Research', 'Pharmaceuticals']",87000.0,Mid Level
Environmental consultant,Thomas LLC,Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",46000.0,Entry Level
Health and safety adviser,"Dunn, Nicholson and Booth",Education,"EdTech, Research, Curriculum Design","['EdTech', 'Research', 'Curriculum Design']",75000.0,Senior Level
"Social research officer, government",Joseph Inc,Manufacturing,Production Planning,['Production Planning'],104000.0,Mid Level
IT technical support officer,Mccoy-Gonzalez,Marketing,Content Writing,['Content Writing'],58000.0,Senior Level
Structural engineer,"Cabrera, Russell and Alvarez",Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",60000.0,Mid Level
Dietitian,Hoffman LLC,Marketing,"Google Ads, Social Media","['Google Ads', 'Social Media']",78000.0,Mid Level
"Scientist, research (life sciences)","Lawrence, Romero and Rogers",Healthcare,Nursing,['Nursing'],146000.0,Mid Level
"Therapist, music","Jimenez, Savage and Lewis",Education,EdTech,['EdTech'],65000.0,Mid Level
Health and safety inspector,Torres-Peck,Finance,"Excel, Financial Modeling, Python","['Excel', 'Financial Modeling', 'Python']",45000.0,Mid Level
Sports administrator,"Barry, Jackson and Romero",Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",121000.0,Mid Level
Contractor,"Jimenez, Cummings and Holt",Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",134000.0,Senior Level
Public relations account executive,Gonzales and Sons,Education,EdTech,['EdTech'],127000.0,Entry Level
Visual merchandiser,Smith-Kelley,Marketing,"Google Ads, Market Research, Social Media, SEO","['Google Ads', 'Market Research', 'Social Media', 'SEO']",143000.0,Mid Level
Health and safety inspector,"Cox, Drake and Payne",Software,SQL,['SQL'],47000.0,Senior Level
"Designer, graphic",Cannon-Forbes,Education,"Teaching, Curriculum Design","['Teaching', 'Curriculum Design']",88000.0,Entry Level
"Engineer, maintenance","Harmon, Sullivan and Davis",Manufacturing,"Quality Control, Supply Chain","['Quality Control', 'Supply Chain']",121000.0,Mid Level
Nature conservation officer,"Bowen, Schwartz and Martin",Finance,Risk Analysis,['Risk Analysis'],83000.0,Mid Level
Heritage manager,Miller-Simpson,Marketing,Content Writing,['Content Writing'],107000.0,Senior Level
"Engineer, civil (consulting)",Snyder-Scott,Education,"Teaching, Curriculum Design, Research, EdTech","['Teaching', 'Curriculum Design', 'Research', 'EdTech']",88000.0,Mid Level
Plant breeder/geneticist,"Jones, Gonzalez and Bruce",Retail,"Customer Service, Sales, Merchandising","['Customer Service', 'Sales', 'Merchandising']",131000.0,Senior Level
Audiological scientist,Bray Inc,Finance,"Risk Analysis, Python, Financial Modeling","['Risk Analysis', 'Python', 'Financial Modeling']",112000.0,Senior Level
"Research officer, trade union","Jones, Edwards and Pierce",Finance,"Risk Analysis, Financial Modeling","['Risk Analysis', 'Financial Modeling']",41000.0,Entry Level
"Designer, ceramics/pottery",Weiss and Sons,Marketing,"Market Research, Social Media, Google Ads, Content Writing","['Market Research', 'Social Media', 'Google Ads', 'Content Writing']",98000.0,Senior Level
Sports therapist,Rogers Ltd,Software,"Java, C++, React, SQL","['Java', 'C++', 'React', 'SQL']",105000.0,Mid Level
Armed forces logistics/support/administrative officer,Garcia and Sons,Education,"Curriculum Design, EdTech, Teaching, Research","['Curriculum Design', 'EdTech', 'Teaching', 'Research']",119000.0,Mid Level
Science writer,Blackburn-Wright,Software,Java,['Java'],109000.0,Mid Level
Barrister,Ford-Walters,Marketing,Market Research,['Market Research'],93000.0,Entry Level
Local government officer,Newton-Ponce,Manufacturing,Supply Chain,['Supply Chain'],93000.0,Senior Level
Customer service manager,Harper-Cox,Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",48000.0,Entry Level
Sports administrator,"Brown, Hernandez and Braun",Marketing,Market Research,['Market Research'],52000.0,Mid Level
Furniture designer,Ferguson LLC,Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",97000.0,Entry Level
Manufacturing engineer,Mcbride-Cobb,Healthcare,"Patient Care, Nursing, Pharmaceuticals, Medical Research","['Patient Care', 'Nursing', 'Pharmaceuticals', 'Medical Research']",99000.0,Senior Level
Town planner,Fleming-Bailey,Marketing,"Market Research, SEO","['Market Research', 'SEO']",83000.0,Senior Level
Geophysicist/field seismologist,Kim-Ramos,Healthcare,"Patient Care, Pharmaceuticals, Medical Research","['Patient Care', 'Pharmaceuticals', 'Medical Research']",96000.0,Mid Level
"Producer, television/film/video",Taylor-Hunt,Finance,"Python, Financial Modeling","['Python', 'Financial Modeling']",122000.0,Entry Level
Operational investment banker,Cook Ltd,Manufacturing,"Production Planning, Quality Control","['Production Planning', 'Quality Control']",129000.0,Mid Level
"Engineer, mining",Johnson-Williamson,Marketing,"Content Writing, Social Media","['Content Writing', 'Social Media']",124000.0,Senior Level
Gaffer,Olson Group,Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",137000.0,Entry Level
Orthoptist,Lewis LLC,Education,"Teaching, Research, EdTech, Curriculum Design","['Teaching', 'Research', 'EdTech', 'Curriculum Design']",62000.0,Mid Level
"Therapist, sports",Lee and Sons,Marketing,Google Ads,['Google Ads'],130000.0,Mid Level
Housing manager/officer,Robinson PLC,Education,"Curriculum Design, EdTech, Research, Teaching","['Curriculum Design', 'EdTech', 'Research', 'Teaching']",96000.0,Mid Level
Outdoor activities/education manager,Mckinney Ltd,Finance,"Risk Analysis, Python","['Risk Analysis', 'Python']",56000.0,Mid Level
Chartered certified accountant,Dean Inc,Software,"Java, Machine Learning","['Java', 'Machine Learning']",144000.0,Entry Level
"Librarian, public","Martinez, Stark and Hunter",Manufacturing,"Supply Chain, Production Planning","['Supply Chain', 'Production Planning']",56000.0,Entry Level
Lexicographer,"Anderson, Reynolds and Underwood",Finance,"Risk Analysis, Financial Modeling, Excel","['Risk Analysis', 'Financial Modeling', 'Excel']",113000.0,Entry Level
Counselling psychologist,"Mendoza, Williams and Osborn",Education,EdTech,['EdTech'],111000.0,Mid Level
"Designer, textile",Allen-Howard,Software,SQL,['SQL'],90000.0,Mid Level
"Sales professional, IT",Duke-Ellis,Retail,"Customer Service, Merchandising, Sales","['Customer Service', 'Merchandising', 'Sales']",109000.0,Senior Level
Archaeologist,Wells-Dunn,Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",63000.0,Entry Level
Advertising account planner,Wilson Inc,Manufacturing,Quality Control,['Quality Control'],59000.0,Entry Level
Herpetologist,Coleman-Miller,Manufacturing,"Supply Chain, Production Planning, Quality Control","['Supply Chain', 'Production Planning', 'Quality Control']",143000.0,Entry Level
Human resources officer,Thomas-Munoz,Manufacturing,"Production Planning, Supply Chain","['Production Planning', 'Supply Chain']",149000.0,Entry Level
Systems developer,Crawford-Franco,Finance,Excel,['Excel'],47000.0,Mid Level
Therapeutic radiographer,Morton Ltd,Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",86000.0,Mid Level
"Surveyor, building",Garcia PLC,Education,"Teaching, Curriculum Design","['Teaching', 'Curriculum Design']",115000.0,Mid Level
"Chemist, analytical","Ford, Boone and Johnson",Finance,SQL,['SQL'],85000.0,Senior Level
Psychotherapist,Beasley-Hall,Finance,"Python, Risk Analysis, Financial Modeling, Excel","['Python', 'Risk Analysis', 'Financial Modeling', 'Excel']",148000.0,Mid Level
Technical brewer,"Marquez, Solomon and Phillips",Healthcare,"Patient Care, Medical Research, Pharmaceuticals, Nursing","['Patient Care', 'Medical Research', 'Pharmaceuticals', 'Nursing']",104000.0,Mid Level
Telecommunications researcher,"Robbins, Kent and White",Finance,"Python, Risk Analysis, Excel","['Python', 'Risk Analysis', 'Excel']",102000.0,Entry Level
"Engineer, broadcasting (operations)",Owens-Adams,Manufacturing,Production Planning,['Production Planning'],65000.0,Senior Level
"Engineer, biomedical",Harris Group,Healthcare,"Patient Care, Nursing, Medical Research, Pharmaceuticals","['Patient Care', 'Nursing', 'Medical Research', 'Pharmaceuticals']",40000.0,Entry Level
Animal technologist,Cochran-Simpson,Education,"Research, Curriculum Design","['Research', 'Curriculum Design']",52000.0,Entry Level
"Engineer, energy","Glenn, Robinson and Summers",Marketing,Google Ads,['Google Ads'],123000.0,Entry Level
Youth worker,Taylor-Rodriguez,Retail,"Sales, Merchandising","['Sales', 'Merchandising']",133000.0,Mid Level
Health promotion specialist,"Hernandez, Davila and Garcia",Education,"Teaching, Curriculum Design, EdTech","['Teaching', 'Curriculum Design', 'EdTech']",137000.0,Senior Level
Printmaker,Jones-Ford,Manufacturing,"Supply Chain, Quality Control","['Supply Chain', 'Quality Control']",73000.0,Mid Level
Chartered legal executive (England and Wales),Washington Ltd,Marketing,"SEO, Google Ads, Market Research, Content Writing","['SEO', 'Google Ads', 'Market Research', 'Content Writing']",124000.0,Senior Level
"Embryologist, clinical","Friedman, Elliott and Coleman",Healthcare,"Medical Research, Pharmaceuticals, Nursing","['Medical Research', 'Pharmaceuticals', 'Nursing']",129000.0,Senior Level
"Designer, television/film set",Dean-Nguyen,Finance,Excel,['Excel'],116000.0,Mid Level
Office manager,"Tucker, Nicholson and Villanueva",Healthcare,"Nursing, Medical Research, Patient Care","['Nursing', 'Medical Research', 'Patient Care']",140000.0,Mid Level
"Psychologist, clinical","Combs, Dyer and Williams",Software,"Python, React, Machine Learning, SQL","['Python', 'React', 'Machine Learning', 'SQL']",82000.0,Mid Level
"Education officer, museum",Davis-King,Education,"EdTech, Research","['EdTech', 'Research']",134000.0,Mid Level
Systems developer,West-Anderson,Finance,Financial Modeling,['Financial Modeling'],143000.0,Mid Level
Commissioning editor,Williams-Reed,Manufacturing,Production Planning,['Production Planning'],108000.0,Entry Level
Hydrogeologist,Wright Inc,Retail,"Merchandising, Sales","['Merchandising', 'Sales']",95000.0,Mid Level
Risk manager,"Flores, Nelson and Drake",Healthcare,"Pharmaceuticals, Nursing","['Pharmaceuticals', 'Nursing']",108000.0,Senior Level
Private music teacher,"Sheppard, Garcia and Osborn",Retail,"Customer Service, Sales, Merchandising","['Customer Service', 'Sales', 'Merchandising']",145000.0,Senior Level
Media buyer,Carlson-Jimenez,Healthcare,"Medical Research, Patient Care, Nursing","['Medical Research', 'Patient Care', 'Nursing']",62000.0,Mid Level
"Production assistant, television",Schultz and Sons,Manufacturing,"Quality Control, Supply Chain","['Quality Control', 'Supply Chain']",109000.0,Mid Level
"Loss adjuster, chartered","Meza, Gomez and Ward",Finance,"Excel, SQL, Risk Analysis","['Excel', 'SQL', 'Risk Analysis']",54000.0,Senior Level
Analytical chemist,Reynolds-Jackson,Manufacturing,Quality Control,['Quality Control'],71000.0,Senior Level
Multimedia programmer,Shelton-Thompson,Marketing,"SEO, Content Writing, Social Media","['SEO', 'Content Writing', 'Social Media']",97000.0,Senior Level
Product designer,Castro-Jones,Finance,"Financial Modeling, SQL","['Financial Modeling', 'SQL']",97000.0,Senior Level
Insurance broker,Richardson-Dyer,Software,Java,['Java'],110000.0,Entry Level
"Programmer, applications",Torres-Crawford,Healthcare,"Pharmaceuticals, Medical Research, Nursing, Patient Care","['Pharmaceuticals', 'Medical Research', 'Nursing', 'Patient Care']",121000.0,Senior Level
Health and safety inspector,Robinson and Sons,Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",78000.0,Mid Level
Multimedia programmer,"Lee, Parker and Dunn",Healthcare,"Medical Research, Patient Care","['Medical Research', 'Patient Care']",56000.0,Entry Level
Herpetologist,Young PLC,Manufacturing,"Quality Control, Production Planning","['Quality Control', 'Production Planning']",83000.0,Senior Level
Mudlogger,"Hill, Nelson and Smith",Finance,Financial Modeling,['Financial Modeling'],112000.0,Entry Level
Comptroller,Moore-Carter,Marketing,"Google Ads, Social Media, SEO","['Google Ads', 'Social Media', 'SEO']",122000.0,Mid Level
Sports therapist,Humphrey Ltd,Healthcare,"Pharmaceuticals, Patient Care, Medical Research, Nursing","['Pharmaceuticals', 'Patient Care', 'Medical Research', 'Nursing']",68000.0,Senior Level
Health and safety inspector,Pugh Ltd,Education,"Research, EdTech","['Research', 'EdTech']",69000.0,Mid Level
Television production assistant,Gonzales Ltd,Marketing,"SEO, Content Writing, Market Research","['SEO', 'Content Writing', 'Market Research']",64000.0,Senior Level
Acupuncturist,Martin PLC,Software,"AWS, Python","['AWS', 'Python']",103000.0,Senior Level
Chief Operating Officer,"Anderson, Johnson and Barron",Finance,"Excel, Financial Modeling, SQL","['Excel', 'Financial Modeling', 'SQL']",51000.0,Mid Level
Psychotherapist,Stone Ltd,Retail,Merchandising,['Merchandising'],142000.0,Entry Level
"Restaurant manager, fast food","Brown, Porter and White",Manufacturing,"Production Planning, Quality Control, Supply Chain","['Production Planning', 'Quality Control', 'Supply Chain']",83000.0,Entry Level
Geochemist,"Baxter, Hall and Collins",Marketing,"Content Writing, SEO, Social Media, Market Research","['Content Writing', 'SEO', 'Social Media', 'Market Research']",75000.0,Entry Level
Insurance underwriter,"Duran, King and Morales",Finance,"Python, Risk Analysis, SQL, Financial Modeling","['Python', 'Risk Analysis', 'SQL', 'Financial Modeling']",124000.0,Entry Level
Herbalist,"Perry, Harper and Blair",Marketing,Social Media,['Social Media'],119000.0,Mid Level
Mental health nurse,Mahoney Inc,Education,"Research, Curriculum Design","['Research', 'Curriculum Design']",55000.0,Entry Level
Building services engineer,"Harvey, Sherman and Jones",Healthcare,"Patient Care, Pharmaceuticals","['Patient Care', 'Pharmaceuticals']",97000.0,Entry Level
"Teacher, secondary school","Gonzalez, Williams and Adams",Finance,"Risk Analysis, Excel, Python, SQL","['Risk Analysis', 'Excel', 'Python', 'SQL']",142000.0,Mid Level
Retail merchandiser,Parks and Sons,Healthcare,"Medical Research, Patient Care, Nursing, Pharmaceuticals","['Medical Research', 'Patient Care', 'Nursing', 'Pharmaceuticals']",124000.0,Mid Level
"Scientist, forensic","Miller, Hubbard and Thompson",Software,"AWS, Python","['AWS', 'Python']",74000.0,Mid Level
Arts administrator,"Solis, Hinton and Bond",Finance,"Financial Modeling, SQL","['Financial Modeling', 'SQL']",96000.0,Entry Level
Television/film/video producer,Rodgers and Sons,Retail,"Merchandising, Sales, Customer Service","['Merchandising', 'Sales', 'Customer Service']",64000.0,Senior Level
Quarry manager,Riddle-Patel,Finance,Risk Analysis,['Risk Analysis'],144000.0,Mid Level
Architect,Pollard-Young,Education,"EdTech, Research, Teaching, Curriculum Design","['EdTech', 'Research', 'Teaching', 'Curriculum Design']",60000.0,Mid Level
"Surveyor, building control",Pearson-Perkins,Marketing,Market Research,['Market Research'],148000.0,Senior Level
"Restaurant manager, fast food","Martinez, Robbins and Leon",Finance,"Financial Modeling, Excel","['Financial Modeling', 'Excel']",123000.0,Entry Level
Homeopath,Parks PLC,Healthcare,"Patient Care, Pharmaceuticals","['Patient Care', 'Pharmaceuticals']",72000.0,Senior Level
Industrial/product designer,Rogers-Becker,Manufacturing,"Production Planning, Quality Control","['Production Planning', 'Quality Control']",53000.0,Mid Level
Dramatherapist,Horton Inc,Education,Research,['Research'],118000.0,Entry Level
Database administrator,Li and Sons,Education,Research,['Research'],100000.0,Mid Level
Information systems manager,Gilmore-Diaz,Manufacturing,"Quality Control, Supply Chain","['Quality Control', 'Supply Chain']",71000.0,Entry Level
Building surveyor,"Banks, Bass and Mitchell",Manufacturing,"Supply Chain, Quality Control, Production Planning","['Supply Chain', 'Quality Control', 'Production Planning']",54000.0,Senior Level
Systems developer,"Rivera, Obrien and Sandoval",Finance,"Financial Modeling, Excel, Python","['Financial Modeling', 'Excel', 'Python']",98000.0,Entry Level
"Education officer, museum",Ramirez and Sons,Education,"EdTech, Research, Teaching","['EdTech', 'Research', 'Teaching']",132000.0,Mid Level
"Therapist, art","Donovan, Cooke and Sullivan",Retail,"Customer Service, Merchandising","['Customer Service', 'Merchandising']",77000.0,Entry Level
Broadcast journalist,Salinas-Anderson,Finance,SQL,['SQL'],52000.0,Senior Level
Occupational therapist,Morris LLC,Software,"C++, Python, React, Java","['C++', 'Python', 'React', 'Java']",130000.0,Mid Level
Clinical embryologist,Flowers PLC,Manufacturing,"Supply Chain, Production Planning, Quality Control","['Supply Chain', 'Production Planning', 'Quality Control']",126000.0,Entry Level
"Journalist, newspaper","Spencer, Mclaughlin and Carpenter",Manufacturing,Production Planning,['Production Planning'],52000.0,Entry Level
"Journalist, magazine",Gutierrez-Eaton,Education,Teaching,['Teaching'],82000.0,Entry Level
Fisheries officer,"Davis, Newman and Rasmussen",Education,"Teaching, EdTech, Research","['Teaching', 'EdTech', 'Research']",79000.0,Entry Level
"Horticulturist, amenity","Curry, Larson and White",Manufacturing,Quality Control,['Quality Control'],135000.0,Entry Level
"Geologist, wellsite",Knight Ltd,Software,Machine Learning,['Machine Learning'],132000.0,Mid Level
"Sound technician, broadcasting/film/video",Arnold-Erickson,Retail,"Sales, Customer Service","['Sales', 'Customer Service']",69000.0,Senior Level
Administrator,Cain-Humphrey,Marketing,"Market Research, Content Writing, SEO","['Market Research', 'Content Writing', 'SEO']",115000.0,Mid Level
"Nurse, mental health","Quinn, Fitzpatrick and Trujillo",Finance,Risk Analysis,['Risk Analysis'],135000.0,Entry Level
Astronomer,"Jones, Trevino and Bennett",Finance,"Excel, Risk Analysis","['Excel', 'Risk Analysis']",46000.0,Senior Level
Regulatory affairs officer,"Campbell, Wright and Eaton",Education,"Teaching, Curriculum Design, EdTech","['Teaching', 'Curriculum Design', 'EdTech']",128000.0,Entry Level
Agricultural consultant,Davis-Bennett,Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",69000.0,Mid Level
Naval architect,Lamb-Hill,Finance,SQL,['SQL'],81000.0,Entry Level
Training and development officer,Ramirez-Love,Marketing,Content Writing,['Content Writing'],86000.0,Entry Level
Maintenance engineer,Colon and Sons,Marketing,"Content Writing, Google Ads, Market Research, SEO","['Content Writing', 'Google Ads', 'Market Research', 'SEO']",47000.0,Mid Level
Community development worker,Jones and Sons,Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",42000.0,Senior Level
Database administrator,Huff Inc,Software,"SQL, Java","['SQL', 'Java']",125000.0,Senior Level
Multimedia programmer,Hoover-Parker,Healthcare,"Medical Research, Pharmaceuticals","['Medical Research', 'Pharmaceuticals']",75000.0,Mid Level
Homeopath,Carrillo-Norton,Software,"React, C++","['React', 'C++']",54000.0,Entry Level
Control and instrumentation engineer,Thompson-Berry,Marketing,"Market Research, Social Media, SEO, Google Ads","['Market Research', 'Social Media', 'SEO', 'Google Ads']",100000.0,Entry Level
International aid/development worker,Ramirez LLC,Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",148000.0,Mid Level
Theme park manager,"Anderson, Colon and Conley",Education,"Research, Curriculum Design, EdTech","['Research', 'Curriculum Design', 'EdTech']",77000.0,Entry Level
Art therapist,Torres-Washington,Education,"EdTech, Research, Curriculum Design, Teaching","['EdTech', 'Research', 'Curriculum Design', 'Teaching']",79000.0,Entry Level
Careers adviser,Cantu LLC,Marketing,"Market Research, Google Ads","['Market Research', 'Google Ads']",133000.0,Senior Level
Network engineer,"Edwards, Martin and Castillo",Healthcare,"Pharmaceuticals, Patient Care, Medical Research","['Pharmaceuticals', 'Patient Care', 'Medical Research']",118000.0,Entry Level
Analytical chemist,Payne-Riddle,Finance,"Excel, SQL","['Excel', 'SQL']",55000.0,Senior Level
Public librarian,Horton Inc,Software,"Python, AWS","['Python', 'AWS']",59000.0,Mid Level
"Engineer, site",Huang Inc,Manufacturing,"Production Planning, Quality Control","['Production Planning', 'Quality Control']",83000.0,Senior Level
Tourism officer,"Flores, Wright and Flores",Retail,"Sales, Merchandising, Customer Service","['Sales', 'Merchandising', 'Customer Service']",65000.0,Mid Level
Warden/ranger,Bullock Ltd,Finance,"SQL, Risk Analysis","['SQL', 'Risk Analysis']",59000.0,Mid Level
Paediatric nurse,"Moreno, Davis and Harrison",Software,"C++, AWS","['C++', 'AWS']",81000.0,Mid Level
"Accountant, chartered certified",Walker-Dixon,Retail,"Sales, Customer Service","['Sales', 'Customer Service']",139000.0,Senior Level
Information officer,"Jordan, Hughes and Alvarado",Software,Python,['Python'],84000.0,Senior Level
Ophthalmologist,Davis-Dawson,Healthcare,"Medical Research, Patient Care, Nursing","['Medical Research', 'Patient Care', 'Nursing']",144000.0,Senior Level
Research scientist (physical sciences),Davis-Jackson,Education,"Curriculum Design, Teaching","['Curriculum Design', 'Teaching']",91000.0,Entry Level
Special effects artist,"Garcia, Carson and Pierce",Marketing,"Google Ads, SEO, Market Research","['Google Ads', 'SEO', 'Market Research']",138000.0,Mid Level
Insurance account manager,Gilbert Inc,Finance,Excel,['Excel'],107000.0,Mid Level
Television camera operator,"Jordan, Silva and Jackson",Software,"Java, AWS, C++, Machine Learning","['Java', 'AWS', 'C++', 'Machine Learning']",132000.0,Senior Level
Purchasing manager,Jarvis PLC,Retail,Merchandising,['Merchandising'],65000.0,Mid Level
Associate Professor,Coleman-Mccoy,Manufacturing,"Quality Control, Supply Chain, Production Planning","['Quality Control', 'Supply Chain', 'Production Planning']",106000.0,Mid Level
"Engineer, land",Singh-Kennedy,Healthcare,"Medical Research, Nursing, Patient Care, Pharmaceuticals","['Medical Research', 'Nursing', 'Patient Care', 'Pharmaceuticals']",87000.0,Senior Level
Production manager,Harris-Willis,Finance,"Financial Modeling, Excel, SQL, Python","['Financial Modeling', 'Excel', 'SQL', 'Python']",101000.0,Mid Level
Clothing/textile technologist,Cunningham and Sons,Marketing,"Google Ads, Content Writing","['Google Ads', 'Content Writing']",51000.0,Mid Level
"Accountant, chartered public finance",Foster Ltd,Healthcare,"Patient Care, Medical Research","['Patient Care', 'Medical Research']",81000.0,Senior Level
Web designer,"Williams, Marquez and Owens",Retail,"Customer Service, Merchandising, Sales","['Customer Service', 'Merchandising', 'Sales']",132000.0,Mid Level
Consulting civil engineer,Johnson-Ramirez,Education,"Curriculum Design, EdTech, Teaching, Research","['Curriculum Design', 'EdTech', 'Teaching', 'Research']",60000.0,Senior Level
Radiation protection practitioner,"Rosales, Thomas and Vasquez",Finance,"Financial Modeling, SQL, Risk Analysis, Excel","['Financial Modeling', 'SQL', 'Risk Analysis', 'Excel']",105000.0,Mid Level
Product designer,"Davis, Villarreal and Hill",Software,"Python, SQL, C++, AWS","['Python', 'SQL', 'C++', 'AWS']",57000.0,Entry Level
Pensions consultant,"Hood, Lopez and Rodriguez",Software,"React, SQL, C++","['React', 'SQL', 'C++']",95000.0,Mid Level
Software engineer,"Turner, Walker and Pacheco",Marketing,"Social Media, SEO, Google Ads, Content Writing","['Social Media', 'SEO', 'Google Ads', 'Content Writing']",85000.0,Entry Level
Media planner,Gonzales and Sons,Retail,Customer Service,['Customer Service'],138000.0,Entry Level
Investment analyst,Rowe-Graves,Software,"AWS, React, Machine Learning","['AWS', 'React', 'Machine Learning']",118000.0,Mid Level
Nature conservation officer,Waters-Berger,Retail,"Customer Service, Merchandising","['Customer Service', 'Merchandising']",64000.0,Senior Level
"Sound technician, broadcasting/film/video","Lewis, Reynolds and Ewing",Education,Curriculum Design,['Curriculum Design'],115000.0,Mid Level
"Production assistant, radio",Gates and Sons,Manufacturing,"Quality Control, Production Planning, Supply Chain","['Quality Control', 'Production Planning', 'Supply Chain']",122000.0,Senior Level
Counselling psychologist,"Fry, Benson and Garrison",Software,"Java, C++, Python, AWS","['Java', 'C++', 'Python', 'AWS']",119000.0,Senior Level
"Production assistant, radio",Barber-Hamilton,Finance,"Python, Financial Modeling, SQL","['Python', 'Financial Modeling', 'SQL']",118000.0,Entry Level
Insurance claims handler,Hart Inc,Retail,Sales,['Sales'],49000.0,Mid Level
"Designer, exhibition/display",Rose-Giles,Marketing,SEO,['SEO'],149000.0,Entry Level
"Scientist, research (maths)",Jacobs and Sons,Healthcare,"Medical Research, Pharmaceuticals, Patient Care, Nursing","['Medical Research', 'Pharmaceuticals', 'Patient Care', 'Nursing']",83000.0,Entry Level
Web designer,"Taylor, Richardson and Rivas",Education,"Curriculum Design, Teaching","['Curriculum Design', 'Teaching']",55000.0,Senior Level
Human resources officer,"Page, Velazquez and Romero",Marketing,Market Research,['Market Research'],96000.0,Mid Level
Audiological scientist,"Campbell, Martinez and Valencia",Finance,"SQL, Excel, Risk Analysis, Python","['SQL', 'Excel', 'Risk Analysis', 'Python']",65000.0,Senior Level
"Nurse, adult",Garcia Ltd,Education,"Research, Curriculum Design, Teaching","['Research', 'Curriculum Design', 'Teaching']",114000.0,Mid Level
Conference centre manager,Wu-Prince,Manufacturing,"Supply Chain, Quality Control","['Supply Chain', 'Quality Control']",71000.0,Senior Level
